content,sentiment_labels
best customer reps issue rep went beyond wanted also perks pro member honestly say workouts eating meal plan best suggestion would option reset meal plan case miss whole day,2
tired getting notifications trump nothing else earthquake got nothing except trump says never knew girl paid get better notifications,2
ok,1
I this app,-1
Loving it..,2
awesome app,2
trashy app cant even register account,-1
U cant cancel or refund easily.. communication to their supports is verrry weak. Plz dont go for it.,-1
Pathetic experience...they claimed There is Rs 45/- off on products MRP i.e Rs 300/-. When I received product its MRP was 270/-.Do not go by their offers. No GST no in invoice.,-1
ok,1
best apps,2
usefull,2
v slow information,-1
love,2
update availability,1
"Hate nykaa, worst aap",-1
already update registration current address many times still asking update hello already done st dose vaccine please update apps good,-1
fun play top option record screen always usually every single time says play video totally stupid,-1
Not getting downloaded,-1
nice,1
cant seem download app times phone result still,-1
please cod available imphal pin,1
abc news like abc abc network,1
good service,2
overall good app products ingredients mentioned use etc would prefer knowing special offers customers shop constantly nykaa,2
slow operate,-1
Bad experience.We ordered something from this app before some days.But we didn't get that.,-1
products nice price shown differs veiw like see product veiw becomes otherthan nice,2
sejahtera problem cannot scan qr,-1
ok,1
app friendly user,1
excellent products,2
Very much disappointed with your dilevery,2
cant login latest update phone invalid everytime,-1
HIGHLY disappointed.... I ordered one product dated on 21st of feb and haven't received the product yet(5th of March) After continuous mails and calls I just received a sorry from them that they don't have the product and are trying to contact the brand. This shows they don't have any product in the store and are just trying to get the order first and then you wait for your order.  Highly advisable to those who want the product in the year 2050:-),-1
helpdesk xberguna langsung service tak wujud da la mysejahtera pegi reset ak punya st dose pastu second dose vaksin ak daftar sbgai st dose tunggu minggu bru kluar second dose appointment pastu kne tunggu lgi minggu utk fully vaccinated padahal ak da abis vaksin minggu lepas gne duit berjuta bwat app tpi problem camnih xleh selesai jawapan senang nanti die update sendiri tpi kne gi hospital gak kte ak da abis vaksin tuh pun xleh nk ubah tarikh apa function daftar gne ic,-1
love covid,2
constant buffering,1
Gr8.... I,2
Wow... it's very easy to search ur favourite product and ordered them.. now waiting for my first delivery.. feels great love u nykaa,2
kerajaan penipu cakap tak betul dah download pun tapi masih juga tak dapat rm e dompet kerajaan cakap semalam download bukan daftar ya sila semak semula ucapan beliau mengenai applikasi mysejahtera ini applikasi ini bekerja sama dengan semua agensi untuk mengambil data peribadi kita semua memang lah mereka merahsiakan maklumat anda akan tetapi suatu masa nanti mereka akan ambil data kita semua untuk tujuan lain padanlah orang ramai bagi maklumat palsu sial bulan masih takde masuk,-1
ultimate app kya fast process detailed,2
Awesome...amazing...superb....toooooooo gud,2
fast useful,2
new update cool,2
good deal site,2
kinda fixed still glitches lagged sometimes party glitches sign back puts different party annoying,-1
friendly practical app,1
Order delivery is too late. The expected delivery date was 16 oct and i have not received it yet. I called nykaa support for 3 times still no improvement.,-1
ok,1
Its really helpful,2
good,2
good apps tracking covid case,2
need fil details installation also get daily updates covid nationwide kudos,-1
stay port klang selangor result many klang please la buat maps auto located,-1
best,2
satisfied,2
How much time would it take to deliver the products because its been 3 days i have placed order but its still not even shipped,-1
"Love game I spend alot time playing I'm good,i understand trying make money I'm sure blunty coiners. But game pretty set wins id i0 90% win would think haveing smoke coiners would spend wise great game fond cheat prevent set wins",2
worked well android updating android modify documents sd card problem faced kitkat although problem time,1
travel across country work guiding moved several times week find way love,2
ok jer,1
get information covid easier faster,2
It's one of the my favorite shopping app I love this app,-1
cant reset password cant make new acc coz already existing one,-1
